"","publicationDate","country","total_awards","albumCount","lat","lon","continent"
"2765","2013","Ukraine",0,3,"50.4333333333333","30.516667","Europe"
"2766","2013","United Kingdom",34,341,"51.5","-0.083333","Europe"
"2767","2013","United States",161,1048,"38.883333","-77","Central America"
"2768","2013","Unknown",8,687,"Unknown","Unknown","Unknown"
"2769","2013","Uruguay",0,1,"-34.85","-56.166667","South America"
"2770","2013","Zambia",0,2,"-15.4166666666667","28.283333","Africa"
"2771","2014","Argentina",0,12,"-34.5833333333333","-58.666667","South America"
"2772","2014","Armenia",0,1,"40.1666666666667","44.5","Europe"
"2773","2014","Australia",12,59,"-35.2666666666667","149.133333","Australia"
"2774","2014","Austria",0,15,"48.2","16.366667","Europe"
"2775","2014","Azerbaijan",0,1,"40.3833333333333","49.866667","Europe"
"2776","2014","Belarus",0,1,"53.9","27.566667","Europe"
"2777","2014","Belgium",0,15,"50.8333333333333","4.333333","Europe"
"2778","2014","Bosnia and Herzegovina",0,1,"43.8666666666667","18.416667","Europe"
"2779","2014","Brazil",0,29,"-15.7833333333333","-47.916667","South America"
"2780","2014","Bulgaria",0,1,"42.6833333333333","23.316667","Europe"
"2781","2014","Canada",4,97,"45.4166666666667","-75.7","Central America"
"2782","2014","Chile",0,5,"-33.45","-70.666667","South America"
"2783","2014","China",1,1,"39.9166666666667","116.383333","Asia"
"2784","2014","Colombia",3,8,"4.6","-74.083333","South America"
"2785","2014","Costa Rica",0,1,"9.93333333333333","-84.083333","Central America"
"2786","2014","Czech Republic",0,2,"50.0833333333333","14.466667","Europe"
"2787","2014","Denmark",1,15,"55.6666666666667","12.583333","Europe"
"2788","2014","Dominican Republic",0,1,"18.4666666666667","-69.9","North America"
"2789","2014","Estonia",0,9,"59.4333333333333","24.716667","Europe"
"2790","2014","Finland",0,65,"60.1666666666667","24.933333","Europe"
"2791","2014","France",1,49,"48.8666666666667","2.333333","Europe"
"2792","2014","Germany",10,144,"52.5166666666667","13.4","Europe"
"2793","2014","Greece",0,3,"37.9833333333333","23.733333","Europe"
"2794","2014","Guatemala",0,1,"14.6166666666667","-90.516667","Central America"
"2795","2014","Hungary",0,3,"47.5","19.083333","Europe"
"2796","2014","Iceland",0,9,"64.15","-21.95","Europe"
"2797","2014","India",0,2,"28.6","77.2","Asia"
"2798","2014","Indonesia",0,1,"-6.16666666666667","106.816667","Asia"
"2799","2014","Iran",0,2,"35.7","51.416667","Asia"
"2800","2014","Ireland",3,12,"53.3166666666667","-6.233333","Europe"
"2801","2014","Israel",0,3,"31.7666666666667","35.233333","Asia"
"2802","2014","Italy",0,33,"41.9","12.483333","Europe"
"2803","2014","Jamaica",0,2,"18","-76.8","North America"
"2804","2014","Japan",0,39,"35.6833333333333","139.75","Asia"
"2805","2014","Latvia",0,2,"56.95","24.1","Europe"
"2806","2014","Lithuania",0,1,"54.6833333333333","25.316667","Europe"
"2807","2014","Luxembourg",0,1,"49.6","6.116667","Europe"
"2808","2014","Malaysia",0,1,"3.16666666666667","101.7","Asia"
"2809","2014","Mexico",0,21,"19.4333333333333","-99.133333","Central America"
"2810","2014","Moldova",0,1,"47","28.85","Europe"
"2811","2014","Netherlands",7,24,"52.35","4.916667","Europe"
"2812","2014","New Zealand",0,8,"-41.3","174.783333","Australia"
"2813","2014","Norway",3,29,"59.9166666666667","10.75","Europe"
"2814","2014","Pakistan",0,1,"33.6833333333333","73.05","Asia"
"2815","2014","Philippines",0,2,"14.6","120.966667","Asia"
"2816","2014","Poland",0,20,"52.25","21","Europe"
"2817","2014","Portugal",0,7,"38.7166666666667","-9.133333","Europe"
"2818","2014","Russia",0,18,"55.75","37.6","Europe"
"2819","2014","San Marino",0,1,"43.9333333333333","12.416667","Europe"
"2820","2014","Serbia",0,3,"44.8333333333333","20.5","Europe"
"2821","2014","Slovakia",0,1,"48.15","17.116667","Europe"
"2822","2014","Slovenia",0,3,"46.05","14.516667","Europe"
"2823","2014","South Africa",0,3,"-25.7","28.216667","Africa"
"2824","2014","South Korea",0,24,"37.55","126.983333","Asia"
"2825","2014","Spain",6,26,"40.4","-3.683333","Europe"
"2826","2014","Sweden",8,79,"59.3333333333333","18.05","Europe"
"2827","2014","Switzerland",0,7,"46.9166666666667","7.466667","Europe"
"2828","2014","Tanzania",0,2,"-6.8","39.283333","Africa"
"2829","2014","The Bahamas",0,1,"25.0833333333333","-77.35","North America"
"2830","2014","Tunisia",0,1,"36.8","10.183333","Africa"
"2831","2014","Turkey",0,8,"39.9333333333333","32.866667","Europe"
"2832","2014","Uganda",0,2,"0.316666666666667","32.55","Africa"
"2833","2014","Ukraine",0,1,"50.4333333333333","30.516667","Europe"
"2834","2014","United Kingdom",54,294,"51.5","-0.083333","Europe"
"2835","2014","United States",137,817,"38.883333","-77","Central America"
"2836","2014","Unknown",10,605,"Unknown","Unknown","Unknown"
"2837","2014","Uruguay",0,2,"-34.85","-56.166667","South America"
"2838","2014","Venezuela",0,1,"10.4833333333333","-66.866667","South America"
"2839","2015","Argentina",0,4,"-34.5833333333333","-58.666667","South America"
"2840","2015","Australia",2,35,"-35.2666666666667","149.133333","Australia"
"2841","2015","Austria",1,8,"48.2","16.366667","Europe"
"2842","2015","Azerbaijan",0,1,"40.3833333333333","49.866667","Europe"
"2843","2015","Belgium",0,7,"50.8333333333333","4.333333","Europe"
"2844","2015","Bermuda",0,1,"32.2833333333333","-64.783333","North America"
"2845","2015","Brazil",0,10,"-15.7833333333333","-47.916667","South America"
"2846","2015","Canada",13,63,"45.4166666666667","-75.7","Central America"
"2847","2015","Cuba",0,1,"23.1166666666667","-82.35","North America"
"2848","2015","Czech Republic",0,1,"50.0833333333333","14.466667","Europe"
"2849","2015","Denmark",0,10,"55.6666666666667","12.583333","Europe"
"2850","2015","Estonia",0,2,"59.4333333333333","24.716667","Europe"
"2851","2015","Finland",0,31,"60.1666666666667","24.933333","Europe"
"2852","2015","France",3,24,"48.8666666666667","2.333333","Europe"
"2853","2015","Germany",9,88,"52.5166666666667","13.4","Europe"
"2854","2015","Greece",0,2,"37.9833333333333","23.733333","Europe"
"2855","2015","Hungary",0,2,"47.5","19.083333","Europe"
"2856","2015","Iceland",0,3,"64.15","-21.95","Europe"
"2857","2015","Indonesia",0,2,"-6.16666666666667","106.816667","Asia"
"2858","2015","Ireland",0,9,"53.3166666666667","-6.233333","Europe"
"2859","2015","Israel",0,3,"31.7666666666667","35.233333","Asia"
"2860","2015","Italy",0,13,"41.9","12.483333","Europe"
"2861","2015","Japan",0,21,"35.6833333333333","139.75","Asia"
"2862","2015","Latvia",0,5,"56.95","24.1","Europe"
"2863","2015","Lithuania",0,1,"54.6833333333333","25.316667","Europe"
"2864","2015","Luxembourg",0,2,"49.6","6.116667","Europe"
"2865","2015","Mexico",0,5,"19.4333333333333","-99.133333","Central America"
"2866","2015","Morocco",0,1,"34.0166666666667","-6.816667","Africa"
"2867","2015","Netherlands",0,6,"52.35","4.916667","Europe"
"2868","2015","New Zealand",0,3,"-41.3","174.783333","Australia"
"2869","2015","Norway",1,21,"59.9166666666667","10.75","Europe"
"2870","2015","Poland",0,5,"52.25","21","Europe"
"2871","2015","Portugal",0,6,"38.7166666666667","-9.133333","Europe"
"2872","2015","Romania",0,1,"44.4333333333333","26.1","Europe"
"2873","2015","Russia",0,5,"55.75","37.6","Europe"
"2874","2015","Serbia",0,1,"44.8333333333333","20.5","Europe"
"2875","2015","Slovakia",0,1,"48.15","17.116667","Europe"
"2876","2015","South Africa",0,2,"-25.7","28.216667","Africa"
"2877","2015","South Korea",0,6,"37.55","126.983333","Asia"
"2878","2015","Spain",0,7,"40.4","-3.683333","Europe"
"2879","2015","Sweden",6,40,"59.3333333333333","18.05","Europe"
"2880","2015","Switzerland",0,2,"46.9166666666667","7.466667","Europe"
"2881","2015","Turkey",0,5,"39.9333333333333","32.866667","Europe"
"2882","2015","Uganda",0,1,"0.316666666666667","32.55","Africa"
"2883","2015","United Kingdom",16,186,"51.5","-0.083333","Europe"
"2884","2015","United States",68,603,"38.883333","-77","Central America"
"2885","2015","Unknown",36,417,"Unknown","Unknown","Unknown"
"2886","2016","Australia",1,10,"-35.2666666666667","149.133333","Australia"
"2887","2016","Belgium",0,2,"50.8333333333333","4.333333","Europe"
"2888","2016","Canada",1,7,"45.4166666666667","-75.7","Central America"
"2889","2016","Finland",0,1,"60.1666666666667","24.933333","Europe"
"2890","2016","France",0,1,"48.8666666666667","2.333333","Europe"
"2891","2016","Germany",2,15,"52.5166666666667","13.4","Europe"
"2892","2016","Greece",0,1,"37.9833333333333","23.733333","Europe"
"2893","2016","Ireland",0,1,"53.3166666666667","-6.233333","Europe"
"2894","2016","Italy",0,4,"41.9","12.483333","Europe"
"2895","2016","Japan",0,4,"35.6833333333333","139.75","Asia"
"2896","2016","Netherlands",0,1,"52.35","4.916667","Europe"
"2897","2016","Spain",0,1,"40.4","-3.683333","Europe"
"2898","2016","Sweden",0,7,"59.3333333333333","18.05","Europe"
"2899","2016","United Kingdom",1,27,"51.5","-0.083333","Europe"
"2900","2016","United States",5,67,"38.883333","-77","Central America"
"2901","2016","Unknown",0,30,"Unknown","Unknown","Unknown"
"2902","2020","United States",0,1,"38.883333","-77","Central America"
"2903","Unknown","Albania",0,4,"41.3166666666667","19.816667","Europe"
"2904","Unknown","Algeria",0,5,"36.75","3.05","Africa"
"2905","Unknown","Andorra",0,1,"42.5","1.516667","Europe"
"2906","Unknown","Argentina",0,277,"-34.5833333333333","-58.666667","South America"
"2907","Unknown","Armenia",0,3,"40.1666666666667","44.5","Europe"
"2908","Unknown","Australia",22,764,"-35.2666666666667","149.133333","Australia"
"2909","Unknown","Austria",2,194,"48.2","16.366667","Europe"
"2910","Unknown","Azerbaijan",0,3,"40.3833333333333","49.866667","Europe"
"2911","Unknown","Bangladesh",0,2,"23.7166666666667","90.4","Asia"
"2912","Unknown","Barbados",0,5,"13.1","-59.616667","North America"
"2913","Unknown","Belarus",0,6,"53.9","27.566667","Europe"
"2914","Unknown","Belgium",2,328,"50.8333333333333","4.333333","Europe"
"2915","Unknown","Belize",0,2,"17.25","-88.766667","Central America"
"2916","Unknown","Bermuda",0,7,"32.2833333333333","-64.783333","North America"
"2917","Unknown","Bolivia",0,1,"-16.5","-68.15","South America"
"2918","Unknown","Bosnia and Herzegovina",0,6,"43.8666666666667","18.416667","Europe"
"2919","Unknown","Brazil",1,471,"-15.7833333333333","-47.916667","South America"
"2920","Unknown","Bulgaria",0,9,"42.6833333333333","23.316667","Europe"
"2921","Unknown","Burundi",0,1,"-3.36666666666667","29.35","Africa"
"2922","Unknown","Cameroon",0,2,"3.86666666666667","11.516667","Africa"
"2923","Unknown","Canada",33,1425,"45.4166666666667","-75.7","Central America"
"2924","Unknown","Chile",0,81,"-33.45","-70.666667","South America"
"2925","Unknown","China",0,14,"39.9166666666667","116.383333","Asia"
"2926","Unknown","Colombia",2,199,"4.6","-74.083333","South America"
"2927","Unknown","Costa Rica",0,3,"9.93333333333333","-84.083333","Central America"
"2928","Unknown","Cote d'Ivoire",0,1,"6.81666666666667","-5.266667","Africa"
"2929","Unknown","Croatia",0,34,"45.8","16","Europe"
"2930","Unknown","Cuba",0,55,"23.1166666666667","-82.35","North America"
"2931","Unknown","Czech Republic",0,86,"50.0833333333333","14.466667","Europe"
"2932","Unknown","Democratic Republic of the Congo",0,4,"-4.31666666666667","15.3","Africa"
"2933","Unknown","Denmark",3,304,"55.6666666666667","12.583333","Europe"
"2934","Unknown","Dominica",0,1,"15.3","-61.4","North America"
"2935","Unknown","Dominican Republic",0,28,"18.4666666666667","-69.9","North America"
"2936","Unknown","Ecuador",0,2,"-0.216666666666667","-78.5","South America"
"2937","Unknown","Egypt",0,11,"30.05","31.25","Africa"
"2938","Unknown","Estonia",1,63,"59.4333333333333","24.716667","Europe"
"2939","Unknown","Finland",2,665,"60.1666666666667","24.933333","Europe"
"2940","Unknown","France",12,1261,"48.8666666666667","2.333333","Europe"
"2941","Unknown","Georgia",0,3,"41.6833333333333","44.833333","Europe"
"2942","Unknown","Germany",26,1942,"52.5166666666667","13.4","Europe"
"2943","Unknown","Ghana",0,2,"5.55","-0.216667","Africa"
"2944","Unknown","Gibraltar",0,2,"36.1333333333333","-5.35","Europe"
"2945","Unknown","Greece",0,65,"37.9833333333333","23.733333","Europe"
"2946","Unknown","Grenada",0,1,"12.05","-61.75","North America"
"2947","Unknown","Guatemala",0,8,"14.6166666666667","-90.516667","Central America"
"2948","Unknown","Guinea",0,2,"9.5","-13.7","Africa"
"2949","Unknown","Guyana",0,3,"6.8","-58.15","South America"
"2950","Unknown","Haiti",0,2,"18.5333333333333","-72.333333","North America"
"2951","Unknown","Hungary",0,70,"47.5","19.083333","Europe"
"2952","Unknown","Iceland",3,60,"64.15","-21.95","Europe"
"2953","Unknown","India",1,151,"28.6","77.2","Asia"
"2954","Unknown","Indonesia",0,94,"-6.16666666666667","106.816667","Asia"
"2955","Unknown","Iran",0,7,"35.7","51.416667","Asia"
"2956","Unknown","Iraq",0,1,"33.3333333333333","44.4","Asia"
"2957","Unknown","Ireland",6,276,"53.3166666666667","-6.233333","Europe"
"2958","Unknown","Israel",1,59,"31.7666666666667","35.233333","Asia"
"2959","Unknown","Italy",8,1120,"41.9","12.483333","Europe"
"2960","Unknown","Jamaica",4,273,"18","-76.8","North America"
"2961","Unknown","Japan",3,551,"35.6833333333333","139.75","Asia"
"2962","Unknown","Jordan",0,2,"31.95","35.933333","Asia"
"2963","Unknown","Kenya",0,1,"-1.28333333333333","36.816667","Africa"
"2964","Unknown","Kosovo",0,1,"42.6666666666667","21.166667","Europe"
"2965","Unknown","Latvia",0,25,"56.95","24.1","Europe"
"2966","Unknown","Lebanon",0,11,"33.8666666666667","35.5","Asia"
"2967","Unknown","Liechtenstein",0,1,"47.1333333333333","9.516667","Europe"
"2968","Unknown","Lithuania",0,36,"54.6833333333333","25.316667","Europe"
"2969","Unknown","Luxembourg",0,6,"49.6","6.116667","Europe"
"2970","Unknown","Macedonia",0,2,"42","21.433333","Europe"
"2971","Unknown","Madagascar",0,1,"-18.9166666666667","47.516667","Africa"
"2972","Unknown","Malaysia",0,37,"3.16666666666667","101.7","Asia"
"2973","Unknown","Mali",0,5,"12.65","-8","Africa"
"2974","Unknown","Malta",0,13,"35.8833333333333","14.5","Europe"
"2975","Unknown","Mexico",0,404,"19.4333333333333","-99.133333","Central America"
"2976","Unknown","Moldova",0,8,"47","28.85","Europe"
"2977","Unknown","Monaco",0,3,"43.7333333333333","7.416667","Europe"
"2978","Unknown","Montenegro",0,1,"42.4333333333333","19.266667","Europe"
"2979","Unknown","Morocco",0,6,"34.0166666666667","-6.816667","Africa"
"2980","Unknown","Mozambique",0,1,"-25.95","32.583333","Africa"
"2981","Unknown","Namibia",0,1,"-22.5666666666667","17.083333","Africa"
"2982","Unknown","Nepal",0,1,"27.7166666666667","85.316667","Asia"
"2983","Unknown","Netherlands",17,597,"52.35","4.916667","Europe"
"2984","Unknown","New Zealand",2,185,"-41.3","174.783333","Australia"
"2985","Unknown","Nicaragua",0,3,"12.1333333333333","-86.25","Central America"
"2986","Unknown","Niger",0,2,"13.5166666666667","2.116667","Africa"
"2987","Unknown","Nigeria",0,10,"9.08333333333333","7.533333","Africa"
"2988","Unknown","Norway",4,345,"59.9166666666667","10.75","Europe"
"2989","Unknown","Pakistan",0,19,"33.6833333333333","73.05","Asia"
"2990","Unknown","Panama",0,11,"8.96666666666667","-79.533333","Central America"
"2991","Unknown","Paraguay",0,1,"-25.2666666666667","-57.666667","South America"
"2992","Unknown","Peru",0,18,"-12.05","-77.05","South America"
"2993","Unknown","Philippines",0,88,"14.6","120.966667","Asia"
"2994","Unknown","Poland",0,278,"52.25","21","Europe"
"2995","Unknown","Portugal",0,118,"38.7166666666667","-9.133333","Europe"
"2996","Unknown","Puerto Rico",0,2,"18.4666666666667","-66.116667","North America"
"2997","Unknown","Romania",1,59,"44.4333333333333","26.1","Europe"
"2998","Unknown","Russia",1,126,"55.75","37.6","Europe"
"2999","Unknown","Samoa",0,1,"-13.8166666666667","-171.766667","Australia"
"3000","Unknown","San Marino",0,3,"43.9333333333333","12.416667","Europe"
"3001","Unknown","Senegal",0,6,"14.7333333333333","-17.633333","Africa"
"3002","Unknown","Serbia",0,30,"44.8333333333333","20.5","Europe"
"3003","Unknown","Seychelles",0,1,"-4.61666666666667","55.45","Africa"
"3004","Unknown","Singapore",0,13,"1.28333333333333","103.85","Asia"
"3005","Unknown","Slovakia",0,35,"48.15","17.116667","Europe"
"3006","Unknown","Slovenia",0,25,"46.05","14.516667","Europe"
"3007","Unknown","Somalia",0,1,"2.06666666666667","45.333333","Africa"
"3008","Unknown","South Africa",0,76,"-25.7","28.216667","Africa"
"3009","Unknown","South Korea",1,108,"37.55","126.983333","Asia"
"3010","Unknown","Spain",5,607,"40.4","-3.683333","Europe"
"3011","Unknown","Suriname",0,3,"5.83333333333333","-55.166667","South America"
"3012","Unknown","Sweden",18,989,"59.3333333333333","18.05","Europe"
"3013","Unknown","Switzerland",0,141,"46.9166666666667","7.466667","Europe"
"3014","Unknown","Syria",0,1,"33.5","36.3","Asia"
"3015","Unknown","Taiwan",0,15,"25.0333333333333","121.516667","Asia"
"3016","Unknown","Tanzania",0,2,"-6.8","39.283333","Africa"
"3017","Unknown","Thailand",0,3,"13.75","100.516667","Asia"
"3018","Unknown","The Bahamas",0,7,"25.0833333333333","-77.35","North America"
"3019","Unknown","Trinidad and Tobago",0,10,"10.65","-61.516667","North America"
"3020","Unknown","Tunisia",0,2,"36.8","10.183333","Africa"
"3021","Unknown","Turkey",0,143,"39.9333333333333","32.866667","Europe"
"3022","Unknown","Uganda",0,3,"0.316666666666667","32.55","Africa"
"3023","Unknown","Ukraine",0,21,"50.4333333333333","30.516667","Europe"
"3024","Unknown","United Arab Emirates",0,1,"24.4666666666667","54.366667","Asia"
"3025","Unknown","United Kingdom",132,4725,"51.5","-0.083333","Europe"
"3026","Unknown","United States",470,17532,"38.883333","-77","Central America"
"3027","Unknown","Unknown",66,28995,"Unknown","Unknown","Unknown"
"3028","Unknown","Uruguay",0,26,"-34.85","-56.166667","South America"
"3029","Unknown","Uzbekistan",0,1,"41.3166666666667","69.25","Asia"
"3030","Unknown","Vanuatu",0,1,"-17.7333333333333","168.316667","Australia"
"3031","Unknown","Venezuela",0,34,"10.4833333333333","-66.866667","South America"
